"Time (UTC)","Google (Search)","Telescope (# Unique Source IPs)","BGP (#Visible /24s)","Active Probing (#/24s Up)","Mozilla (City Count)"
"2026-01-01 17:00:00",72.88675124068598,19.868134455760288,99.95655203344494,98.60638297872339,56.09756097560976
"2026-01-01 18:00:00",75.53101904596443,18.443515629599105,99.95314827569636,97.98271276595744,51.21951219512195
"2026-01-01 19:00:00",79.87083927574167,18.26102313533879,99.95194694943217,96.94148936170212,51.21951219512195
"2026-01-01 20:00:00",77.16360520008809,17.436863483840582,99.95154650734412,97.44813829787233,31.70731707317073
"2026-01-01 21:00:00",67.32837586186179,17.0365573673986,99.94874341272765,97.63563829787233,31.70731707317073
"2026-01-01 22:00:00",52.98600150579931,17.007123094130804,99.94814274959558,97.74202127659575,21.951219512195124
"2026-01-01 23:00:00",38.584405621173865,16.889386001059634,99.95194694943217,97.7566489361702,19.51219512195122
"2026-01-02 00:00:00",26.206155664867698,15.688467651733678,99.94914385481573,97.29787234042551,12.195121951219512
"2026-01-02 01:00:00",18.32604701634585,16.14175546005769,99.95114606525605,96.7938829787234,12.195121951219512
"2026-01-02 02:00:00",15.898552676632011,16.94825454759522,99.95354871778444,96.53324468085106,12.195121951219512
"2026-01-02 03:00:00",18.85799839868515,17.31323953611585,99.95434960196057,96.32313829787233,17.073170731707318
"2026-01-02 04:00:00",23.91014116845083,18.16094660622829,99.95114606525605,96.12765957446808,21.951219512195124
"2026-01-02 05:00:00",34.79761312439537,19.32065697297934,99.95194694943217,96.55718085106383,31.70731707317073
"2026-01-02 06:00:00",50.83785509081964,17.848943309589686,99.95174672838814,97.01196808510637,46.34146341463415
